Crawling: https://www.aecon.com/
1,1,66
67,66,265
168,101,579
269,101,679
370,101,690
471,101,634
572,101,562
673,101,503
774,101,473
875,101,502
976,101,558
1077,101,609
1178,101,653
1279,101,654
1380,101,600
1481,101,524
1582,101,485
1683,101,470
1784,101,430
1885,101,391
1986,101,326
2087,101,272
2188,101,216
2289,101,143
2390,101,212
2491,101,556
2592,101,515
2693,101,417
2794,101,316
2895,101,215
2996,101,120
3097,101,44
3141,44,1
3142,1,1
3143,1,1
3144,1,0
