Crawling: https://www.aimia.com/
1,1,28
29,28,289
130,101,257
231,101,252
332,101,212
433,101,160
534,101,95
629,95,42
671,42,43
714,43,36
750,36,32
782,32,22
804,22,20
824,20,21
845,21,25
870,25,22
892,22,25
917,25,22
939,22,15
954,15,8
962,8,8
970,8,10
980,10,11
991,11,10
1001,10,11
1012,11,7
1019,7,2
1021,2,5
1026,5,12
1038,12,12
1050,12,10
1060,10,13
1073,13,18
1091,18,24
1115,24,22
1137,22,21
1158,21,24
1182,24,22
1204,22,21
1225,21,20
1245,20,21
1266,21,12
1278,12,2
1280,2,0
